BW3S_GoldenTournament_5levels,"All 5 levels must be completed"
BW3S_GoldenTournament_AlmostThere,"Almost There!"
BW3S_GoldenTournament_BackToGame,"Back to game"
BW3S_GoldenTournament_Bubblific,Bubblific!
BW3S_GoldenTournament_Complete5Levels,"Complete all 5 levels with the highest score to win the biggest amount of gold bars ever given!"
BW3S_GoldenTournament_CurrentPosition,"Current position updating..."
BW3S_GoldenTournament_CurrentlyPlayerX,"You're currently [X] of [X] players!"
BW3S_GoldenTournament_EnterName,"Enter your player name"
BW3S_GoldenTournament_EventEnded,"Event has ended!"
BW3S_GoldenTournament_FinalPrizes_MainBody,"1st - 50 Gold Bars per month for 12 months
2nd - 5th - 50 Gold Bars per month for 3 months
6th - 10th - 50 Gold Bars
Everyone who reached Golden Final - 1x Rainbow Rush, 1x Magic Beam, 1x Shooting Star"
BW3S_GoldenTournament_FinalPrizes_Title,"Finals Prizes"
BW3S_GoldenTournament_FinalRound,"Final Round"
BW3S_GoldenTournament_GroupsAndObjective_MainBody,"For the Qualifier round, players will be put into groups of 50 players. The top 10 players in each group who collect the most stars will win in-game rewards (either Stereo Bolt, Sparkling Blast, Shooting Star) and a place in the next tournament round – Round 1. 

For Round 1, players will be put into groups of 20 players.The top 3 players in each group who collects the most stars will win in-game rewards (either Shooting Star, Sparkling Blast, Magic Beam, Star Dust) and a place in the next tournament round – Round 2.
 
For Round 2, players will be put into groups of 10. The top 1 player in each group who collects the most stars will win in-game rewards (either Gold Bars, Shooting Star, Sparkling Blast, Stereo Bolt, Magic Beam, Star Dust) and a place in the next tournament round – the Golden Final. 

For the Golden Final - Players who reach the final will have 1 attempt at each of the final 5 bubble shooter levels. The top 1 player who completes all 5 levels of bubble shooter with the highest ranked score will be the overall winner and be rewarded with the biggest prize - the most amount of Gold Bars and be crowned the Bubble Witch 3 Saga Golden Tournament Champion. Those who fall into the top 10 highest ranked scores (excluding the overall winner) will also receive Gold Bars. Those who reach the Golden Final but do not win, will also receive some in-game rewards (Rainbow Rush, Magic Beam and Shooting Star)."
BW3S_GoldenTournament_GroupsAndObjective_Title,"Groups and Objective"
BW3S_GoldenTournament_HowToPlay_GoldenFinal_MainBody,"Congratulations on reaching the Golden Final of Bubble Witch 3 Saga Golden Tournament.
Can you become the Bubble Witch Champion of the World and best Bubble Witch player ever?!

Golden Final
The Golden Final Round is the ultimate test of skill: Complete all 5 levels with the highest score to win the biggest reward of Gold Bars ever!

- All 5 levels must be completed within the allocated time
- 1 attempt per level only
- Each Level has a Countdown Timer of 60 seconds
- Each level has a maximum of 20 Moves
- There are no boosters or blockers
- The Golden Final Round must have a working internet connection
- Winners will be notified if they have won approximately 2 days after the Golden Final has ended

Good Luck!"
BW3S_GoldenTournament_HowToPlay_MainBody,"Collect the most stars in your group to get a spot in the next round.
Qualifier Round: The top 10 star collectors in each group will enter Round 1.
Round 1: The top 3 star collectors in each group will enter Round 2.
Round 2: The top 1 star collector in each group will enter the Golden Final round which will be hosted on a webpage. 
Golden Final: Will take place on a webpage. Players will take part in a 5 level bubble shooting. The #1 player with the highest ranked score will be the overall winner of the Tournament and win the biggest gold bar prize."
BW3S_GoldenTournament_HowToPlay_Title,"How to Play"
BW3S_GoldenTournament_Info,Info
BW3S_GoldenTournament_InstallNow,"Install Now!"
BW3S_GoldenTournament_InstallWebapp,"To install this webapp on your mobile phone, tap [icon] then 'Add to Home Screen'"
BW3S_GoldenTournament_Language,"Choose your language"
BW3S_GoldenTournament_LetsGo,"Let's go!"
BW3S_GoldenTournament_Level1,"Level 1"
BW3S_GoldenTournament_Level2,"Level 2"
BW3S_GoldenTournament_Level3,"Level 3"
BW3S_GoldenTournament_Level4,"Level 4"
BW3S_GoldenTournament_Level5,"Level 5"
BW3S_GoldenTournament_LevelComplete,"Level Completed!"
BW3S_GoldenTournament_LevelsComplete2,"Levels Complete!"
BW3S_GoldenTournament_Loading,Loading…
BW3S_GoldenTournament_Moves,"You have [X] moves!"
BW3S_GoldenTournament_Moves2,Moves
BW3S_GoldenTournament_Name,"Player name must be at least 3 characters long"
BW3S_GoldenTournament_NameExists,"Player name already exists"
BW3S_GoldenTournament_NameOneWord,"Player name must only be one word"
BW3S_GoldenTournament_NameRequired,"Player name is required"
BW3S_GoldenTournament_NameSpecialCharacters,"Player name cannot include special characters"
BW3S_GoldenTournament_NameUnacceptable,"Player name is unacceptable"
BW3S_GoldenTournament_NameUnique,"Player name must be unique"
BW3S_GoldenTournament_NextLevel,"Next Level"
BW3S_GoldenTournament_Nickname,"Use a nickname or first name only!"
BW3S_GoldenTournament_Pop,"Pop as many bubbles as possible!"
BW3S_GoldenTournament_PrivacyPolicy,"Privacy Policy"
BW3S_GoldenTournament_Prize_MainBody,"For the Golden Final - The player who completes all 5 levels of bubble shooter with the highest ranked score will be the overall winner and be rewarded with the biggest prize - 600 Gold Bars (50/month for a year) and be crowned the Bubble Witch 3 Saga Golden Tournament Champion and best BW3S Player ever!
 
Be aware of:
For Round 1, each group must have 20 people and for Round 2, each group must have 10 people before the participants can start playing. In order to be assigned to a group, you need to be quick! You must enter the game as soon as possible once the event has started to get the best chance of being assigned. 

For Qualifier Round, Round 1 and Round 2, you can play offline, but your points will not increase. Once you get online again, any stars that have been collected while offline will get synced. It is recommended that you play online where possible so that your points can sync in the applicable timeframe per round. If your points sync outside of the schedule/timeframe per round, they will not count and you may not qualify for the next round. 

For the Golden Final Round, you must play online as this will be hosted on a webpage."
BW3S_GoldenTournament_Prize_Title,Prize
BW3S_GoldenTournament_RewardLine,"Those who make it to the top 10 but do not progress to the next stage will also win some in-game rewards."
BW3S_GoldenTournament_Rules_Title,Rules
BW3S_GoldenTournament_Schedule_MainBody,"Qualifier Round:
Starts: October 28th, at 10 a.m. CEST
Ends: November 4th, at 10 a.m. CET
 
Round 1:
Starts: November 8th, at 10 a.m. CET
Ends: November 10th, at 10 a.m. CET
 
Round 2:
Starts: November 13th, at 10 a.m. CET
Ends: November 14th, at 10 a.m. CET

Golden Final:
Starts: November 16th, at 10 a.m. CET
Ends: November 18th, at 10 a.m. CET"
BW3S_GoldenTournament_Schedule_Title,Schedule
BW3S_GoldenTournament_Score,Score
BW3S_GoldenTournament_Share,Share
BW3S_GoldenTournament_ShootMatchPop,"Shoot, match and pop as many bubbles as possible!"
BW3S_GoldenTournament_TermsAndConditions_Title,"Terms and Conditions"
BW3S_GoldenTournament_Timer,"Event ends in [X]"
BW3S_GoldenTournament_WantMore,"Want more Bubble Witch 3 Saga?"
BW3S_GoldenTournament_Wrong,"Something went wrong. Please try again later."
BW3S_MC_BUILDER_1,Body
BW3S_MC_BUILDER_2,Mouth
BW3S_MC_BUILDER_3,Eyes
BW3S_MC_BUILDER_4,Glasses
BW3S_MC_BUILDER_5,Hat
BW3S_MC_BUILDER_6,Bowtie
BW3S_MC_CHARACTER_BUTTON,Next
BW3S_MC_CHARACTER_FOOTER,"Tap at least 1 option to continue."
BW3S_MC_CHARACTER_TITLE,"Make your character!"
BW3S_MC_COOKIE,"Information: This site uses cookies. By continuing to browse the site you are consenting to our use of cookies."
BW3S_MC_ERRORLOADING_BODY,"Something went wrong. Please try to load the page again."
BW3S_MC_ERRORLOADING_TITLE,Oops!
BW3S_MC_ERROR_BUTTON,"Send it"
BW3S_MC_ERROR_MESSAGE,"We can’t find your character. Send it again."
BW3S_MC_ERROR_TITLE,"Say hello to {INSERT NAME}"
BW3S_MC_GALLERY_Body,"Discover characters created by other players!"
BW3S_MC_GALLERY_TITLE,"Characters gallery"
BW3S_MC_MOBILEONLY_BODY,"Make sure you’re using a mobile device."
BW3S_MC_MOBILEONLY_TITLE,"Mobile only!"
BW3S_MC_NAME_1,Francis
BW3S_MC_NAME_1_v2,Stevie
BW3S_MC_NAME_2,Jasper
BW3S_MC_NAME_2_v2,Cameron
BW3S_MC_NAME_3,Alex
BW3S_MC_NAME_TITLE,"Pick a name..."
BW3S_MC_NOTAVAILABLE_BODY,"This page is not available anymore."
BW3S_MC_NOTAVAILABLE_TITLE,"Broken wand..."
BW3S_MC_NOT_FOUND,"The player was not found."
BW3S_MC_ROTATE_BODY,"Please rotate your device."
BW3S_MC_SUMMARY_BUTTON,"Send it"
BW3S_MC_SUMMARY_TITLE,"Say hello to {INSERT NAME}"
BW3S_MC_THANKS_BUTTON_1,"Share character"
BW3S_MC_THANKS_BUTTON_2,"Return to game"
BW3S_MC_THANKS_BUTTON_3,"Characters gallery"
BW3S_MC_THANKS_TITLE,"You’re done!"
BW3S_MC_WEBVIEW_HOW_BODY,"Collect the most stars in your group to get a spot in the next round.
 
Qualifier Round: the top 10 star collectors in each group will enter the semi-final.
 
Semi-final: the top 10 star collectors in each group will enter the big final.
 
Big final: the #1 star collector of each group will win the exclusive prize - help design a new Bubble Witch 3 character!"
BW3S_MC_WEBVIEW_HOW_TITLE,"How to play"
BW3S_MC_WEBVIEW_RULES_BODY,"For the qualifier round, players will be put into groups of 50 players. The top 10 players in each group will win in-game rewards (either Spells or Star Dust) and a place in the next tournament round – the Semi-Final.
 
For the Semi-Final, players will be put into groups of 20 players. The top 10 players of each group will enter the Big Final.
 
For the Big Final, players will be put into groups of 20. The player that collects the most stars in each group will be the winner of that group and will receive the prize – the chance to design a character that will be featured in the game Bubble Witch 3 Saga. There will be multiple winners of the “design your character” prize.
 
For the Semi-final and Big Final rounds, each group must have 20 people before the participants can start playing. In order to be assigned to a group, you need to be quick! You must enter the game as soon as possible once the event has started to get the best chance of being assigned. If you miss out on being assigned into a group on any of the rounds, you will receive some in-game rewards (either Spells or Star Dust)."
BW3S_MC_WEBVIEW_RULES_TITLE,Rules
BW3S_MC_WEBVIEW_SCHEDULE_BODY,"Qualifier Round:
Starts: Halloween October 31st, at 9 a.m. CET (Central Eastern Time)
Ends: November 5th, at 9 a.m. CET
 
Semi-final:
Starts: November 6th, at 9 a.m. CET
Ends: November 8th, at 9 a.m. CET
 
Big final:
Starts: November 10th, at 9 a.m. CET
Ends: November 12th, at 9 a.m. CET"
BW3S_MC_WEBVIEW_SCHEDULE_TITLE,Schedule
BW3S_MC_WELCOME_BODY,"Choose how you want your character to look like and share with your friends!"
BW3S_MC_WELCOME_BUTTON,Start
BW3S_MC_WELCOME_FOOTER,"The Bubble Witch 3 Saga team will create a new character based on the most popular choices among all winners."
BW3S_MC_WELCOME_TITLE,"Make your character!"
